Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger
TBI	"[""TBI""]"	nBw8FbVKqa	2026-05-05 16:05:00	TrueBlue Reports First Quarter 2026 Results	Business Wire	26.92	0.0726	0.0663	0.8612	0.0063	neutral	0.07216494845360824	NO:sentiment_score
AXG	"[""AXG""]"	nGNX4YKlpQ	2026-05-05 16:05:00	SOLOWIN HOLDINGS (AXG)’s AX Coin Signs MOU with Singapore Gulf Bank to Advance Stablecoin and Digital Asset Cooperation	Globe Newswire	46.01	0.7897	0.0093	0.201	0.7805	positive	0.06896551724137931	YES
VIR	"[""VIR""]"	nBw1sSG6Ka	2026-05-05 16:05:00	Vir Biotechnology to Participate in Bank of America Securities 2026 Healthcare Conference	Business Wire	115.08	0.1636	0.0145	0.822	0.1491	positive	0.07903780068728522	YES
IPM	"[""IPM""]"	nACSc0jYya	2026-05-05 16:05:00	Intelligent Protection Management Corp. to Report First Quarter 2026 Financial Results on May 12, 2026	ACCESSWIRE	5.73	0.0729	0.0469	0.8802	0.026	neutral	0.02053388090349076	NO:sentiment_score
SANA	"[""SANA""]"	nGNXb91lDz	2026-05-05 16:05:00	Sana Biotechnology to Present at the BofA Securities 2026 Healthcare Conference	Globe Newswire	165.97	0.0924	0.0266	0.8811	0.0658	positive	0.0706713780918728	YES
SDGR	"[""SDGR""]"	nBw7PRY61a	2026-05-05 16:05:00	Schrödinger Reports First Quarter 2026 Financial Results	Business Wire	62.23	0.1251	0.1029	0.772	0.0223	neutral		NO:sentiment_score,Trades/sec
RGP	"[""RGP""]"	nBw8WYcjba	2026-05-05 16:05:00	Resources Connection, Inc. Announces Planned Board Transition and Governance Updates	Business Wire	31.54	0.0756	0.0339	0.8905	0.0417	neutral	0.06872852233676977	NO:sentiment_score
NCMI	"[""NCMI""]"	nBw1XC9zna	2026-05-05 16:05:00	National CineMedia, Inc. to Release First Quarter 2026 Results on May 12, 2026	Business Wire	64.78	0.0567	0.054	0.8892	0.0027	neutral		NO:sentiment_score,Trades/sec
EVC	"[""EVC""]"	nBw61pf7Ya	2026-05-05 16:05:01	Entravision Reports First Quarter 2026 Results	Business Wire	61.42	0.0422	0.031	0.9268	0.0111	neutral	0.15185185185185185	NO:sentiment_score
MBC	"[""MBC""]"	nBw9mx3P1a	2026-05-05 16:05:00	MasterBrand Reports First Quarter 2026 Financial Results	Business Wire	124.29	0.1176	0.0887	0.7937	0.0289	neutral		NO:sentiment_score,Trades/sec
SPRO	"[""SPRO""]"	nGNX74xNZP	2026-05-05 16:05:00	Spero Therapeutics to Report First Quarter 2026 Financial Results and Provide Business Update on May 13, 2026	Globe Newswire	42.32	0.0707	0.04	0.8893	0.0307	neutral	0.07407407407407407	NO:sentiment_score
ATEC	"[""ATEC""]"	nBw4xb4hPa	2026-05-05 16:05:01	ATEC Reports First Quarter Financial Results	Business Wire	114.38	0.1675	0.1502	0.6822	0.0173	neutral		NO:sentiment_score,Trades/sec
MYGN	"[""MYGN""]"	nGNX7pvY1S	2026-05-05 16:05:01	Myriad Genetics Reports First Quarter 2026 Financial Results; Reiterates 2026 Financial Guidance Reflecting Ongoing Progress in the Cancer Care Continuum Business	Globe Newswire	87.12	0.7441	0.0129	0.243	0.7312	positive		NO:Trades/sec
NUVB	"[""NUVB""]"	nPn5JMrkpa	2026-05-05 16:05:01	Nuvation Bio to Participate in Upcoming Investor Conferences	PR Newswire	244.69	0.2575	0.0167	0.7258	0.2409	positive		NO:Trades/sec
SLDP	"[""SLDP""]"	nBw2G4GMha	2026-05-05 16:05:02	Solid Power Reports First Quarter 2026 Results	Business Wire	200.11	0.0635	0.0448	0.8917	0.0187	neutral		NO:sentiment_score,Trades/sec
NRGV	"[""NRGV""]"	nBw4qQPQLa	2026-05-05 16:05:02	Energy Vault Reports First Quarter 2026 Financial Results and Reaffirms 2026 Guidance	Business Wire	138.99	0.1309	0.0552	0.8139	0.0756	positive	26.0	YES
AHCO	"[""AHCO""]"	nBwbQSR7ga	2026-05-05 16:05:02	AdaptHealth Corp. to Participate in Upcoming Investor Conferences	Business Wire	86.12	0.0994	0.0225	0.8781	0.0769	positive		NO:Trades/sec
MNTN	"[""MNTN""]"	nBwbbPTsda	2026-05-05 16:05:02	MNTN Reports Record First Quarter 2026 Results	Business Wire	26.56	0.602	0.0973	0.3007	0.5047	positive		NO:Trades/sec
BMBL	"[""BMBL""]"	nBw4TnxhLa	2026-05-05 16:05:02	Bumble Inc. Announces First Quarter 2026 Results	Business Wire	82.41	0.0702	0.0868	0.843	-0.0166	neutral		NO:sentiment_score,Trades/sec
CTNM	"[""CTNM""]"	nBw47djtTa	2026-05-05 16:05:02	Contineum Therapeutics Reports First-Quarter 2026 Financial Results; Affirms Key Clinical Development Milestones	Business Wire	29.11	0.9104	0.0161	0.0735	0.8943	positive		NO:Trades/sec
TYGO	"[""TYGO""]"	nBwhgK1ga	2026-05-05 16:05:02	Tigo Energy Reports First Quarter 2026 Financial Results	Business Wire	43.41	0.1268	0.0997	0.7735	0.027	neutral		NO:sentiment_score,Trades/sec
ADPT	"[""ADPT""]"	nGNXb5CYNV	2026-05-05 16:05:02	Adaptive Biotechnologies Reports First Quarter 2026 Financial Results	Globe Newswire	148.19	0.1549	0.084	0.7611	0.0709	positive		NO:Trades/sec
VRDN	"[""VRDN""]"	nBw4g2PR3a	2026-05-05 16:05:02	Viridian Therapeutics Announces Proposed Concurrent Public Offerings of Convertible Senior Notes Due 2032, Common Stock and Series B Non-Voting Convertible Preferred Stock	Business Wire	93.49	0.1478	0.0141	0.8381	0.1337	positive		NO:Trades/sec
SSSS	"[""SSSS""]"	nGNX9XbdTJ	2026-05-05 16:05:02	SuRo Capital Corp. Reports First Quarter 2026 Financial Results	Globe Newswire	23.28	0.0764	0.1312	0.7924	-0.0547	negative		NO:sentiment_score,Trades/sec
HLIT	"[""HLIT""]"	nPnc31ckLa	2026-05-05 16:05:02	Harmonic to Participate in the 21st Annual Needham Technology, Media & Consumer Conference and the Rosenblatt 6th Annual Virtual Technology Summit	PR Newswire	108.08	0.2454	0.0257	0.7289	0.2196	positive		NO:Trades/sec
TRVI	"[""TRVI""]"	nGNX4ZHrcd	2026-05-05 16:05:03	Trevi Therapeutics Reports First Quarter 2026 Financial Results and Provides Business Updates	Globe Newswire	90.02	0.0692	0.0256	0.9052	0.0436	neutral		NO:sentiment_score,Trades/sec
IRIX	"[""IRIX""]"	nGNX15Vx6X	2026-05-05 16:05:02	Iridex to Report First Quarter 2026 Financial Results on May 19, 2026	Globe Newswire	11.64	0.0751	0.0573	0.8676	0.0179	neutral		NO:sentiment_score,Trades/sec
RRGB	"[""RRGB""]"	nPn7Xvw8a	2026-05-05 16:05:03	Red Robin Gourmet Burgers, Inc. to Release Fiscal First Quarter 2026 Results on May 19, 2026	PR Newswire	15.19	0.0598	0.0475	0.8927	0.0123	neutral		NO:sentiment_score,Trades/sec
CRCT	"[""CRCT""]"	nGNX5WzMLc	2026-05-05 16:05:03	Cricut, Inc. Reports First Quarter 2026 Financial Results	Globe Newswire	46.03	0.081	0.1057	0.8133	-0.0246	neutral		NO:sentiment_score,Trades/sec
AMWL	"[""AMWL""]"	nGNX4HLgLF	2026-05-05 16:05:03	Amwell® Announces Results for First Quarter 2026	Globe Newswire	12.91	0.1198	0.0736	0.8066	0.0461	neutral		NO:sentiment_score,Trades/sec
CRBU	"[""CRBU""]"	nGNX7zdyw5	2026-05-05 16:05:03	Caribou Biosciences to Participate in the BofA Securities 2026 Health Care Conference	Globe Newswire	86.3	0.1875	0.0106	0.8018	0.1769	positive		NO:Trades/sec
QDEL	"[""QDEL""]"	nPn2Nwd9Na	2026-05-05 16:05:03	QuidelOrtho Reports First Quarter 2026 Financial Results	PR Newswire	67.37	0.1175	0.104	0.7785	0.0136	neutral		NO:sentiment_score,Trades/sec
RPD	"[""RPD""]"	nGNX3KzmLR	2026-05-05 16:05:03	Rapid7 Announces First Quarter 2026 Financial Results	Globe Newswire	63.86	0.0821	0.0912	0.8268	-0.0091	neutral		NO:sentiment_score,Trades/sec
RLAY	"[""RLAY""]"	nGNX11V9YP	2026-05-05 16:05:04	Relay Therapeutics Reports First Quarter 2026 Financial Results and Corporate Updates	Globe Newswire	140.8	0.0737	0.0759	0.8504	-0.0022	neutral		NO:sentiment_score,Trades/sec
INNV	"[""INNV""]"	nGNX1xbTMx	2026-05-05 16:05:04	InnovAge Announces Financial Results for the Fiscal Third Quarter Ended March 31, 2026	Globe Newswire	21.39	0.0671	0.0642	0.8686	0.0029	neutral		NO:sentiment_score,Trades/sec
FLYW	"[""FLYW""]"	nGNX8gzNLw	2026-05-05 16:05:04	Flywire Reports First Quarter 2026 Financial Results	Globe Newswire	109.61	0.0978	0.0731	0.8291	0.0247	neutral		NO:sentiment_score,Trades/sec
LCID	"[""LCID""]"	nPn9hSpJCa	2026-05-05 16:05:04	Lucid Announces First Quarter 2026 Financial Results	PR Newswire	109.91	0.1474	0.0783	0.7743	0.0691	positive		NO:Trades/sec
KRRO	"[""KRRO""]"	nGNX4SvctM	2026-05-05 16:05:05	Korro to Participate in Upcoming Investor Conferences	Globe Newswire	7.83	0.2168	0.0178	0.7654	0.199	positive		NO:Trades/sec
SWIM	"[""SWIM""]"	nGNX8Yx5yF	2026-05-05 16:05:05	Latham Group, Inc. Reports First Quarter 2026 Financial Results	Globe Newswire	49.73	0.0928	0.1026	0.8046	-0.0098	neutral		NO:sentiment_score,Trades/sec
OKUR	"[""OKUR""]"	nGNXb40G4Z	2026-05-05 16:05:05	OnKure Therapeutics Reports First Quarter 2026 Financial Results	Globe Newswire	10.07	0.111	0.0874	0.8016	0.0236	neutral		NO:sentiment_score,Trades/sec
SCKT	"[""SCKT""]"	nPn1t4PJ9a	2026-05-05 16:05:05	Socket Mobile Reports First Quarter 2026 Results	PR Newswire	5.22	0.0789	0.0571	0.864	0.0218	neutral		NO:sentiment_score,Trades/sec
ACIC	"[""ACIC""]"	nGNX8gQCSv	2026-05-05 16:05:05	American Coastal Insurance Corporation Reports Financial Results for Its First Quarter Ended March 31, 2026	Globe Newswire	24.67	0.0624	0.1197	0.8179	-0.0573	negative		NO:sentiment_score,Trades/sec
VRCA	"[""VRCA""]"	nGNX37RbDH	2026-05-05 16:05:05	Verrica Pharmaceuticals Announces Upcoming Presentation of Phase 2 Data Highlighting the Potential Abscopal Effects of VP-315 in the Treatment of Basal Cell Carcinoma at the 2026 Society for Investigative Dermatology (SID) Annual Meeting 	Globe Newswire	8.3	0.3958	0.0604	0.5438	0.3354	positive		NO:Trades/sec
LDI	"[""LDI""]"	nBwpMzpDa	2026-05-05 16:06:00	loanDepot Announces First Quarter 2026 Financial Results	Business Wire	59.79	0.1595	0.1098	0.7307	0.0497	neutral		NO:sentiment_score,Trades/sec
HCKT	"[""HCKT""]"	nBw8f4wpva	2026-05-05 16:06:00	The Hackett Group Announces First Quarter 2026 Results	Business Wire	22.1	0.0437	0.0658	0.8905	-0.022	neutral		NO:sentiment_score,Trades/sec
PICS	"[""PICS""]"	nGNX4YRLrS	2026-05-05 16:07:57	PICS ALERT: Investigation Launched into PicS N.V., RGRD Law Attorneys Encourage Investors and Potential Witnesses to Contact Law Firm	Globe Newswire	22.23	0.1496	0.0193	0.8311	0.1303	positive	0.10353535353535354	YES
ANGI	"[""ANGI""]"	nGNX6FNYgr	2026-05-05 16:10:00	Angi Inc. Earnings Release and Letter to Shareholders Available on Company’s Website	Globe Newswire	28.29	0.0544	0.028	0.9177	0.0264	neutral	0.07931034482758621	NO:sentiment_score
FRSH	"[""FRSH""]"	nGNX67wLF1	2026-05-05 16:10:00	Freshworks Reports First Quarter 2026 Results	Globe Newswire	194.27	0.0551	0.0592	0.8858	-0.0041	neutral	0.06269592476489028	NO:sentiment_score
BV	"[""BV""]"	nBw5NlMHVa	2026-05-05 16:10:00	BrightView Reports 2Q26 Results With Land Maintenance Revenue Growth & Record Adjusted EBITDA; Raises FY26 Revenue Guidance	Business Wire	68.94	0.9384	0.0209	0.0408	0.9175	positive	0.09716599190283401	YES
GOOD	"[""GOOD""]"	nACSpLGcca	2026-05-05 16:10:00	Gladstone Commercial Corporation Reports Results for the First Quarter Ended March 31, 2026	ACCESSWIRE	47.76	0.0731	0.0801	0.8468	-0.007	neutral	0.04660194174757282	NO:sentiment_score
SSRM	"[""SSRM""]"	nBwbwJRNPa	2026-05-05 16:10:00	SSR Mining Reports First Quarter 2026 Results	Business Wire	202.12	0.0658	0.0503	0.8839	0.0155	neutral		NO:sentiment_score,Trades/sec
AIXC	"[""AIXC""]"	nPnVCtqka	2026-05-05 16:12:25	AIxCrypto Co-CEO Jerry Wang Shares Weekly Investor Update: Agentir Progress, Chutes AI Collaboration Framework, and Bitcoin 2026 Engagement	PR Newswire	18.98	0.0966	0.0223	0.8811	0.0743	positive	0.0049382716049382715	YES
ARQ	"[""ARQ""]"	nNFC7wN8g2	2026-05-05 16:13:55	Argo's March Oil Production	Newsfile Corp	31.58	0.1745	0.1007	0.7248	0.0739	positive	0.03966942148760331	YES
CIX	"[""CIX""]"	nGNXbT1Q0H	2026-05-05 16:15:00	COMPX REPORTS FIRST QUARTER 2026 RESULTS	Globe Newswire	1.52	0.0424	0.0489	0.9088	-0.0065	neutral	0.03425774877650897	NO:sentiment_score
SLE	"[""SLE""]"	nGNX7VpCz4	2026-05-05 16:15:00	Super League Sets First Quarter 2026 Earnings Date, May 15, 2026	Globe Newswire	1.13	0.042	0.0554	0.9025	-0.0134	neutral	0.0054039448797622265	NO:sentiment_score
RR	"[""RR""]"	nGNX9VxGRp	2026-05-05 16:15:00	Richtech Robotics Named “Rookie of the Year” by Vegas Golden Knights Following First Partnership Season	Globe Newswire	181.69	0.692	0.0691	0.2389	0.6229	positive	0.036036036036036036	YES
LGVN	"[""LGVN""]"	nGNX21L6bs	2026-05-05 16:15:00	Longeveron to Report 2026 First Quarter Financial Results and Host Conference Call on May 13, 2026	Globe Newswire	19.3	0.084	0.0193	0.8967	0.0647	positive	0.0664451827242525	YES
UFI	"[""UFI""]"	nBw29WL0Ya	2026-05-05 16:15:00	UNIFI®, Makers of REPREVE®, Announces Third Quarter Fiscal 2026 Results	Business Wire	14.77	0.071	0.0459	0.883	0.0251	neutral	0.03278688524590164	NO:sentiment_score
UIS	"[""UIS""]"	nPndq6Kca	2026-05-05 16:15:00	Unisys Announces 1Q26 Results	PR Newswire	62.79	0.1366	0.131	0.7324	0.0057	neutral	0.02865329512893983	NO:sentiment_score
FTEK	"[""FTEK""]"	nGNX6CkCJ2	2026-05-05 16:15:00	Fuel Tech Reports 2026 First Quarter Financial Results	Globe Newswire	23.89	0.2248	0.0941	0.6811	0.1307	positive	0.03440621531631521	YES
HRZN	"[""HRZN""]"	nBw2DJSqCa	2026-05-05 16:15:01	Horizon Technology Finance Announces First Quarter 2026 Financial Results	Business Wire	67.45	0.0993	0.0794	0.8213	0.0199	neutral		NO:sentiment_score,Trades/sec
ACEL	"[""ACEL""]"	nBw61WLyPa	2026-05-05 16:15:01	Accel Entertainment Reports Quarterly Record Revenue of $352 Million in the First Quarter of 2026	Business Wire	52.41	0.4574	0.0468	0.4958	0.4106	positive	0.035523978685612786	YES
JBGS	"[""JBGS""]"	nBwbcR2DCa	2026-05-05 16:15:02	JBG SMITH Announces First Quarter 2026 Results	Business Wire	58.69	0.0537	0.0711	0.8752	-0.0174	neutral	0.037953795379537955	NO:sentiment_score
PMT	"[""PMT""]"	nBwbcS21qa	2026-05-05 16:15:01	PennyMac Mortgage Investment Trust Reports First Quarter 2026 Results	Business Wire	85.63	0.0647	0.0585	0.8768	0.0062	neutral		NO:sentiment_score,Trades/sec
DHX	"[""DHX""]"	nBw3PFJs2a	2026-05-05 16:15:02	DHI Group Reports 2026 First Quarter Financial Results	Business Wire	34.12	0.1833	0.1507	0.666	0.0326	neutral		NO:sentiment_score,Trades/sec
GPMT	"[""GPMT""]"	nBw13fczga	2026-05-05 16:15:02	Granite Point Mortgage Trust Inc. Reports First Quarter 2026 Financial Results and Post Quarter-End Update	Business Wire	44.18	0.0839	0.0714	0.8447	0.0125	neutral		NO:sentiment_score,Trades/sec
ARDT	"[""ARDT""]"	nBwbymC4fa	2026-05-05 16:15:02	Ardent Health Reports First Quarter 2026 Results	Business Wire	22.42	0.0509	0.0795	0.8696	-0.0287	neutral	0.024539877300613498	NO:sentiment_score
SGRP	"[""SGRP""]"	nBw5r2Tfta	2026-05-05 16:15:02	SPAR Group and Founder Robert G. Brown Agree to Unified Path Forward	Business Wire	11.25	0.6309	0.0126	0.3565	0.6183	positive		NO:Trades/sec
EIC	"[""EIC""]"	nBw1vjfLqa	2026-05-05 16:15:02	Eagle Point Income Company Inc. Schedules Release of First Quarter 2026 Financial Results on Tuesday, May 19, 2026	Business Wire	19.18	0.0454	0.0885	0.866	-0.0431	neutral		NO:sentiment_score,Trades/sec
ECC	"[""ECC""]"	nBw46Cplsa	2026-05-05 16:15:02	Eagle Point Credit Company Inc. Schedules Release of First Quarter 2026 Financial Results on Tuesday, May 19, 2026	Business Wire	125.69	0.0427	0.063	0.8944	-0.0203	neutral		NO:sentiment_score,Trades/sec
RYAM	"[""RYAM""]"	nBw54KDjfa	2026-05-05 16:15:02	RYAM Reports First Quarter 2026 Results	Business Wire	60.59	0.0567	0.0461	0.8972	0.0106	neutral		NO:sentiment_score,Trades/sec
EMA	"[""EMA""]"	nBwYCZd3a	2026-05-05 16:15:02	Emera Incorporated Announces Results of Series J First Preferred Share Conversion	Business Wire	302.04	0.2113	0.0549	0.7338	0.1564	positive		NO:Float,Trades/sec
EARN	"[""EARN""]"	nBw8jcqsfa	2026-05-05 16:15:02	Ellington Credit Company Announces Release Date of Earnings, Conference Call, and Investor Presentation	Business Wire	37.16	0.0356	0.0473	0.9171	-0.0117	neutral		NO:sentiment_score,Trades/sec
CPSS	"[""CPSS""]"	nGNX9kW0w1	2026-05-05 16:15:02	CPS Announces First Quarter 2026 Earnings	Globe Newswire	9.23	0.0382	0.0467	0.9152	-0.0085	neutral		NO:sentiment_score,Trades/sec
GNL	"[""GNL""]"	nGNX29dxV3	2026-05-05 16:15:02	Global Net Lease Reports First Quarter 2026 Results	Globe Newswire	189.28	0.0449	0.0441	0.9109	0.0008	neutral		NO:sentiment_score,Trades/sec
SEB	"[""SEB""]"	nPn199zCMa	2026-05-05 16:15:13	SEABOARD CORPORATION REPORT OF EARNINGS AND DIVIDEND DECLARATION	PR Newswire	0.24	0.0985	0.0728	0.8287	0.0257	neutral		NO:sentiment_score,Trades/sec
TRVG	"[""TRVG""]"	nGNE3HBFx2	2026-05-05 16:16:55	trivago N.V. files Antitrust Damages Claim Against Google in Germany	Globe Newswire	22.93	0.076	0.4683	0.4557	-0.3922	negative	0.06825938566552901	NO:sentiment_score
HOTH	"[""HOTH""]"	nPn76tRXka	2026-05-05 16:17:00	Hoth Therapeutics Secures European Authorization in Spain for HT-001 Phase 2a Trial as Interim Data Show Strong Efficacy in Cancer Patients	PR Newswire	18.48	0.8999	0.0109	0.0893	0.889	positive	0.20952380952380953	YES
MRTN	"[""MRTN""]"	nGNXj7vZ	2026-05-05 16:20:00	MARTEN TRANSPORT DECLARES QUARTERLY DIVIDEND	Globe Newswire	57.65	0.156	0.2787	0.5653	-0.1227	negative	0.03866432337434095	NO:sentiment_score
AGBK	"[""AGBK""]"	nBw1SXYT8a	2026-05-05 16:23:00	Agi Inc. Reports First Quarter 2026 Results	Business Wire	29.39	0.054	0.0729	0.8731	-0.0189	neutral	0.036303630363036306	NO:sentiment_score
TSI	"[""TSI""]"	nBwbv8bdga	2026-05-05 16:30:00	TCW Strategic Income Fund Announces Monthly Distribution	Business Wire	47.14	0.0785	0.1167	0.8048	-0.0382	neutral	0.0322061191626409	NO:sentiment_score
UPXI	"[""UPXI""]"	nGNX4GTsdR	2026-05-05 16:30:00	Upexi to Host Third Quarter 2026 Earnings Call on May 12th at 5:30 p.m. ET	Globe Newswire	57.36	0.0393	0.0249	0.9358	0.0144	neutral	0.022909507445589918	NO:sentiment_score
SLGB	"[""SLGB""]"	nGNX53DltX	2026-05-05 16:30:00	Smart Logistics Global Limited Announces Receipt of Nasdaq Minimum Bid Price Deficiency	Globe Newswire	1.0	0.3333	0.0404	0.6263	0.2929	positive	0.012711864406779662	YES
TOVX	"[""TOVX""]"	nGNX7zlBWk	2026-05-05 16:30:00	Theriva™ Biologics Reports First Quarter 2026 Operational Highlights and Financial Results	Globe Newswire	45.13	0.182	0.0993	0.7187	0.0827	positive	0.15151515151515152	YES
PERF	"[""PERF"", ""SZ9""]"	nBw5F5QWta	2026-05-05 16:30:01	Perfect Corp. Partners with Pegasus Startup World Cup for Silicon Valley Hackathon, Inviting Innovators to Build the Future of Retail using AI-Powered API Suite	Business Wire	40.94	0.3225	0.0091	0.6684	0.3133	positive	0.037520391517128875	YES
SZ9	"[""PERF"", ""SZ9""]"	nBw5F5QWta	2026-05-05 16:30:01	Perfect Corp. Partners with Pegasus Startup World Cup for Silicon Valley Hackathon, Inviting Innovators to Build the Future of Retail using AI-Powered API Suite	Business Wire		0.3225	0.0091	0.6684	0.3133	positive		NO:Float,Trades/sec
EFC	"[""EFC""]"	nBw5mt6P3a	2026-05-05 16:30:01	Ellington Financial Inc. Reports First Quarter 2026 Results	Business Wire	121.88	0.0573	0.0774	0.8653	-0.02	neutral		NO:sentiment_score,Trades/sec
TH	"[""TH""]"	nPn2p4x2Ya	2026-05-05 16:30:01	Target Hospitality to Participate in Oppenheimer 21st Annual Industrial Growth Conference	PR Newswire	40.65	0.1772	0.0248	0.798	0.1524	positive	0.03642384105960265	YES
DEI	"[""DEI""]"	nBw7Kh7L7a	2026-05-05 16:33:00	Douglas Emmett Releases First Quarter 2026 Earnings Results	Business Wire	162.16	0.0699	0.0725	0.8576	-0.0026	neutral	0.012040939193257074	NO:sentiment_score
LZM	"[""LZM""]"	nBw6TkQkya	2026-05-05 16:33:00	Lifezone Metals Announces Voting Results from its 2026 Annual General Meeting	Business Wire	35.61	0.1107	0.0515	0.8378	0.0592	positive	0.034482758620689655	YES
CVGI	"[""CVGI""]"	nGNX1vdG7d	2026-05-05 16:35:00	CVG Reports First Quarter 2026 Results	Globe Newswire	27.98	0.0558	0.0411	0.9031	0.0147	neutral	0.03305785123966942	NO:sentiment_score
BW	"[""BW""]"	nGNX4zNKx2	2026-05-05 16:37:23	Pomerantz Law Firm Announces the Filing of a Class Action Against Babcock & Wilcox Enterprises, Inc. and Certain Officers – BW	Globe Newswire	130.21	0.1583	0.3331	0.5085	-0.1748	negative	0.011182108626198083	NO:sentiment_score
NUAI	"[""NUAI""]"	nGNX4bw6Bj	2026-05-05 16:38:02	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in New Era Energy & Digital, Inc. of Class Action Lawsuit and Upcoming Deadlines – NUAI	Globe Newswire	73.85	0.2055	0.5114	0.2831	-0.306	negative	0.11737089201877934	NO:sentiment_score
GOSS	"[""GOSS""]"	nGNX7l0xMS	2026-05-05 16:40:21	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Gossamer Bio, Inc. of Class Action Lawsuit and Upcoming Deadlines – GOSS	Globe Newswire	204.1	0.1725	0.385	0.4425	-0.2125	negative	0.012944983818770227	NO:sentiment_score
TRVG	"[""TRVG""]"	nGNE3ZX9Mv	2026-05-05 16:44:48	trivago Delivers 15% Growth in Q1 and Raises Guidance After Fifth Consecutive Double-Digit Quarter	Globe Newswire	22.93	0.9325	0.0177	0.0498	0.9148	positive	0.0156128024980484	YES
ATRA	"[""ATRA""]"	nGNX9tkHCX	2026-05-05 16:46:47	Pomerantz Law Firm Announces the Filing of a Class Action Against Atara Biotherapeutics, Inc. and Certain Officers – ATRA	Globe Newswire	4.86	0.1293	0.3774	0.4933	-0.2481	negative	0.03387096774193549	NO:sentiment_score
SES	"[""SES""]"	nGNX2zKzSh	2026-05-05 16:47:55	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in SES AI Corporation of Class Action Lawsuit and Upcoming Deadlines – SES	Globe Newswire	236.25	0.232	0.4228	0.3452	-0.1908	negative	0.018484288354898338	NO:sentiment_score
GEMI	"[""GEMI""]"	nGNXjLxwb	2026-05-05 16:53:58	Pomerantz Law Firm Announces the Filing of a Class Action Against Gemini Space Station, Inc. and Certain Officers – GEMI	Globe Newswire	38.2	0.143	0.3296	0.5274	-0.1866	negative	0.013038548752834467	NO:sentiment_score
CWH	"[""CWH""]"	nGNX2Z1rJc	2026-05-05 16:55:44	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Camping World Holdings, Inc. of Class Action Lawsuit and Upcoming Deadlines - CWH	Globe Newswire	58.96	0.1558	0.5031	0.341	-0.3473	negative	0.013345605154164749	NO:sentiment_score
VITL	"[""VITL""]"	nPnRjqSZa	2026-05-05 16:58:00	VITL Investors Have Opportunity to Lead Vital Farms, Inc. Securities Fraud Lawsuit Filed by The Rosen Law Firm	PR Newswire	36.68	0.2694	0.0624	0.6682	0.2069	positive	0.010730710270822688	YES
LUCK	"[""LUCK""]"	nBw4CpFmHa	2026-05-05 17:00:00	Lucky Strike Entertainment Declares Common Stock Dividend	Business Wire	75.88	0.1045	0.0451	0.8504	0.0594	positive	0.036303630363036306	YES
PD	"[""PD""]"	nGNX3BknMm	2026-05-05 17:00:00	Precision Drilling Corporation Holding Virtual-Only 2026 Annual Meeting of Shareholders on May 14	Globe Newswire	78.73	0.0683	0.0272	0.9045	0.0412	neutral	0.009684361549497847	NO:sentiment_score
CPIX	"[""CPIX""]"	nPn2F6vNra	2026-05-05 17:00:00	CUMBERLAND PHARMACEUTICALS REPORTS Q1 2026 FINANCIAL RESULTS & COMPANY UPDATE	PR Newswire	8.72	0.0538	0.1109	0.8352	-0.0571	negative	0.005704506560182544	NO:sentiment_score
GSM	"[""GSM""]"	nGNX8kL8Sj	2026-05-05 17:00:01	Ferroglobe Reports First Quarter 2026 Financial Results	Globe Newswire	117.13	0.153	0.1028	0.7442	0.0503	positive	0.0059594755661501785	YES
CRNC	"[""CRNC""]"	nGNX4xLS26	2026-05-05 17:00:00	Cerence AI Files Complaint with the International Trade Commission Against Amazon	Globe Newswire	40.41	0.1437	0.4326	0.4237	-0.2889	negative		NO:sentiment_score,Trades/sec
VMD	"[""VMD""]"	nACSf5BXga	2026-05-05 17:00:01	Viemed Healthcare Announces First Quarter 2026 Financial Results	ACCESSWIRE	33.32	0.1072	0.0879	0.8049	0.0193	neutral		NO:sentiment_score,Trades/sec
FFAI	"[""FFAI""]"	nNFCZNBxd	2026-05-05 17:00:19	FARADAY FUTURE Announces Participation in the D. Boral Capital Global Conference	Newsfile Corp	230.83	0.1674	0.0124	0.8202	0.1549	positive	0.041237113402061855	YES
XXI	"[""XXI""]"	nGNXbctfsz	2026-05-05 17:00:45	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Twenty One Capital, Inc. – XXI	Globe Newswire	255.74	0.1139	0.1086	0.7775	0.0052	neutral	0.04171011470281543	NO:sentiment_score
FCD_U	"[""FC"", ""FCD_U""]"	nGNX2Fkdsr	2026-05-05 17:01:00	Firm Capital Mortgage Investment Corporation Announces Q1/2026 Results and Declares Monthly Cash Dividends for July, August and September 2026	Globe Newswire		0.0682	0.045	0.8868	0.0232	neutral		NO:sentiment_score,Float,Trades/sec
FC	"[""FC"", ""FCD_U""]"	nGNX2Fkdsr	2026-05-05 17:01:00	Firm Capital Mortgage Investment Corporation Announces Q1/2026 Results and Declares Monthly Cash Dividends for July, August and September 2026	Globe Newswire	9.19	0.0682	0.045	0.8868	0.0232	neutral	0.00950020652622883	NO:sentiment_score
