Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms	neutral_filter	confidence_weighted	net_score	top_k	positional	recommended
VITL	"[""VITL""]"	nGNX2QHpC7	2026-05-09 11:23:00	ROSEN, RECOGNIZED INVESTOR COUNSEL, Encourages Vital Farms, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - VITL	Globe Newswire	36.68	0.4026	0.0317	0.5657	0.3709	positive		YES	NASDAQ	9.11	1.9	2026-05-09 11:23:00				0.1319	0.1701	0.0828	0.5323	0.0822	0.2056
SES	"[""SES""]"	nNFC4HVJhG	2026-05-09 11:55:16	ROSEN, SKILLED INVESTOR COUNSEL, Encourages SES AI Corporation Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - SES	Newsfile Corp	236.25	0.2311	0.0259	0.743	0.2053	positive		YES	NYSE	1.06	13.98	2026-05-09 11:55:17				0.1103	0.1238	0.0701	0.4716	0.0754	0.1479
DNOW	"[""DNOW""]"	nACSZfpcta	2026-05-09 12:00:00	ROSEN, TRUSTED INVESTOR COUNSEL, Encourages DNOW Inc. Investors to Inquire About Securities Class Action Investigation - DNOW	ACCESSWIRE	182.93	0.121	0.0498	0.8293	0.0712	positive		YES	NYSE	13.31	2.78	2026-05-09 12:00:00				-0.5926	-0.5752	-0.2365	-0.0988	-0.2721	-0.6916
VITL	"[""VITL""]"	nACSL2nk8a	2026-05-09 12:45:00	ROSEN, TRUSTED INVESTOR COUNSEL, Encourages Vital Farms, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - VITL	ACCESSWIRE	36.68	0.2931	0.035	0.6719	0.258	positive		YES	NASDAQ	9.11	1.9	2026-05-09 12:45:00				0.134	0.1638	0.074	0.539	0.0741	0.2078
ADMA	"[""ADMA""]"	nACSh73wka	2026-05-09 15:00:00	ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages ADMA Biologics, Inc. Investors to Inquire About Securities Class Action Investigation - ADMA	ACCESSWIRE	224.61	0.1552	0.0501	0.7946	0.1051	positive		YES	NASDAQ	8.3	0.61	2026-05-09 15:00:00				0.0	0.0005	0.0009	0.0009	-0.0084	0.0
YOOV	"[""YOOV""]"	nACSkGNvXa	2026-05-09 17:14:00	ROSEN, SKILLED INVESTOR COUNSEL, Encourages Concorde International Group Ltd. Investors to Secure Counsel Before Important May 20 Deadline in Securities Class Action - CIGL, YOOV	ACCESSWIRE	5.91	0.2616	0.0412	0.6972	0.2204	positive		YES	NASDAQ	1.24	1.64	2026-05-09 17:14:00				0.0	0.0233	0.0179	0.0233	0.0246	0.0
NUAI	"[""NUAI""]"	nPn4crZFPa	2026-05-09 17:28:00	NUAI Investors Have Opportunity to Lead New Era Energy & Digital, Inc. Securities Fraud Lawsuit	PR Newswire	73.85	0.1084	0.0403	0.8514	0.0681	positive		YES	NASDAQ	5.57	11.4	2026-05-09 17:28:00				0.1486	0.1683	0.0809	0.539	0.089	0.2134
CWH	"[""CWH""]"	nGNX3lkznv	2026-05-09 17:40:00	CWH DEADLINE MONDAY: ROSEN, A HIGHLY RECOGNIZED LAW FIRM, Encourages Camping World Holdings, Inc. Investors with Losses in Excess of $100K to Secure Counsel Before Important May 11 Deadline in Securities Class Action – CWH	Globe Newswire	58.96	0.4012	0.1592	0.4395	0.242	positive		YES	NYSE	7.57	0.8	2026-05-09 17:40:00				-0.0998	-0.1672	-0.0998	-0.0998	0.0315	-0.1672
SES	"[""SES""]"	nPn62SqJa	2026-05-09 17:45:00	SES Investors Have Opportunity to Lead SES AI Corporation Securities Fraud Lawsuit Filed by The Rosen Law Firm	PR Newswire	236.25	0.2122	0.0665	0.7213	0.1457	positive		YES	NYSE	1.06	13.98	2026-05-09 17:45:00				-0.0952	-0.2086	-0.0494	0.0747	0.0378	-0.2711
TZOO	"[""TZOO""]"	nPn7CGKCya	2026-05-09 17:59:00	Club Offers for Travel Enthusiasts in Germany	PR Newswire	7.03	0.1512	0.046	0.8028	0.1052	positive		YES	NASDAQ	8.94	0.11	2026-05-09 17:59:00				0.287	0.151	0.0882	0.1137	0.2239	0.287
FSK	"[""FSK""]"	nACSqltkka	2026-05-09 18:00:00	Pomerantz LLP Advises Investors of Class Action Involving FS KKR Capital Corp.  – FSK	ACCESSWIRE	279.32	0.1323	0.0972	0.7705	0.0351	neutral		NO:sentiment_score	NYSE	11.06	1.0	2026-05-09 18:00:00				-0.2736	-0.1703	-0.0663	-0.0889	-0.1157	-0.2736
IMM	"[""IMMP"", ""IMM""]"	nACSlr1VSa	2026-05-09 18:00:01	Pomerantz LLP Advises Shareholders of Class Action Filing Involving Immutep Limited  – IMMP	ACCESSWIRE		0.1465	0.2663	0.5872	-0.1198	negative		NO:sentiment_score,Float	NASDAQ			2026-05-09 18:00:01				-0.3063	-0.4084	-0.1443	-0.0926	-0.124	-0.4864
IMMP	"[""IMMP"", ""IMM""]"	nACSlr1VSa	2026-05-09 18:00:01	Pomerantz LLP Advises Shareholders of Class Action Filing Involving Immutep Limited  – IMMP	ACCESSWIRE	146.13	0.1465	0.2663	0.5872	-0.1198	negative		NO:sentiment_score	NASDAQ	0.46	2.22	2026-05-09 18:00:01				-0.3063	-0.4084	-0.1443	-0.0926	-0.124	-0.4864
ALDX	"[""ALDX""]"	nACSYP639a	2026-05-09 18:00:01	Pomerantz LLP Issues Important Reminder to Investors in Aldeyra Therapeutics, Inc.  of Class Action Lawsuit – ALDX	ACCESSWIRE	55.6	0.3339	0.063	0.6031	0.2708	positive		YES	NASDAQ	1.77	1.14	2026-05-09 18:00:01				-0.04	-0.0748	0.0006	0.2663	-0.0047	-0.1048
MNDY	"[""MNDY"", ""6B6""]"	nACSpbDCVa	2026-05-09 18:00:01	Pomerantz LLP Notifies Investors of Class Action Lawsuit Against monday.com Ltd.  – MNDY	ACCESSWIRE	41.34	0.1071	0.2275	0.6654	-0.1204	negative		NO:sentiment_score	NYSE	93.35	27.77	2026-05-09 18:00:01				0.0	0.0026	0.0028	0.0028	-0.0063	0.0
6B6	"[""MNDY"", ""6B6""]"	nACSpbDCVa	2026-05-09 18:00:01	Pomerantz LLP Notifies Investors of Class Action Lawsuit Against monday.com Ltd.  – MNDY	ACCESSWIRE		0.1071	0.2275	0.6654	-0.1204	negative		NO:sentiment_score,Float	NYSE			2026-05-09 18:00:01				0.0	0.0026	0.0028	0.0028	-0.0063	0.0
POET	"[""POET""]"	nACS1vRqHa	2026-05-09 18:00:01	Pomerantz LLP Alerts Shareholders to Investor Suit Involving POET Technologies Inc.  – POET	ACCESSWIRE	90.52	0.1379	0.2047	0.6575	-0.0668	negative		NO:sentiment_score	NASDAQ	14.36	28.33	2026-05-09 18:00:01				-0.3646	-0.4206	-0.1501	0.11	-0.1496	-0.5178
BW	"[""BW""]"	nACS4YWl1a	2026-05-09 18:00:01	Pomerantz LLP Files Class Action Against Babcock & Wilcox Enterprises, Inc.  – BW	ACCESSWIRE	130.21	0.128	0.2079	0.6642	-0.0799	negative		NO:sentiment_score	NYSE	19.17	31.84	2026-05-09 18:00:02				0.1782	0.2265	0.1172	0.829	0.0774	0.2563
FCHL	"[""FCHL""]"	nACStCwtwa	2026-05-09 18:00:02	Pomerantz LLP Informs Investors of Securities Class Action Against Fitness Champs Holdings Ltd.  – FCHL	ACCESSWIRE	0.35	0.119	0.1713	0.7097	-0.0523	negative		NO:sentiment_score	NASDAQ	2.23	17.99	2026-05-09 18:00:02				-0.236	-0.1403	-0.0569	-0.0764	-0.0924	-0.236
GO	"[""GO""]"	nACSbJGcFa	2026-05-09 18:00:02	Class Action Reminder from Pomerantz LLP for Investors of Grocery Outlet Holding Corp.  – GO	ACCESSWIRE	90.72	0.1467	0.0656	0.7876	0.0811	positive		YES	NASDAQ	8.25	-1.67	2026-05-09 18:00:02				-0.2392	-0.139	-0.0577	-0.0775	-0.0994	-0.2392
ATRA	"[""ATRA""]"	nACSdjpyza	2026-05-09 18:00:02	Class Action Lawsuit Now Underway by Pomerantz LLP Against Atara Biotherapeutics, Inc.  – ATRA	ACCESSWIRE	4.86	0.1607	0.1522	0.6871	0.0085	neutral		NO:sentiment_score	NASDAQ	9.84	4.68	2026-05-09 18:00:02				-0.1282	-0.2674	-0.067	0.4855	-0.0092	-0.3081
UHG	"[""UHG""]"	nACSzypXva	2026-05-09 18:00:02	Pomerantz LLP Issues Reminder to Shareholders in United Homes Group, Inc.  of Class Action Filing – UHG	ACCESSWIRE	11.21	0.1776	0.1877	0.6347	-0.0101	neutral		NO:sentiment_score	NASDAQ			2026-05-09 18:00:02				0.0	0.0026	0.0028	0.0028	-0.0066	0.0
GEMI	"[""GEMI""]"	nACS4q340a	2026-05-09 18:00:02	Class Action Lawsuit Filed by Pomerantz LLP for Investors of Gemini Space Station, Inc.  – GEMI	ACCESSWIRE	38.2	0.1391	0.2046	0.6563	-0.0655	negative		NO:sentiment_score	NASDAQ	5.35	8.08	2026-05-09 18:00:02				0.0	0.007	0.0078	0.0099	0.0039	0.0
GOSS	"[""GOSS""]"	nACSWdvQ1a	2026-05-09 18:00:03	Pomerantz LLP Issues Important Reminder to Gossamer Bio, Inc.  Shareholders – GOSS	ACCESSWIRE	204.1	0.1862	0.0203	0.7935	0.1659	positive		YES	NASDAQ	0.34	3.03	2026-05-09 18:00:03				0.0266	0.0192	0.0285	0.4185	0.0147	0.0159
VITL	"[""VITL""]"	nACSR775Ra	2026-05-09 18:00:03	Pomerantz LLP Shares Class Action Details With Investors in Vital Farms, Inc.  – VITL	ACCESSWIRE	36.68	0.1443	0.0445	0.8112	0.0998	positive		YES	NASDAQ	9.11	1.9	2026-05-09 18:00:03				-0.2702	-0.3026	-0.1074	0.2646	-0.1078	-0.3659
GPK	"[""GPK""]"	nACSg4RsLa	2026-05-09 18:00:03	Pomerantz LLP Announces Class Action Filing Against Graphic Packaging Holding Company  – GPK	ACCESSWIRE	291.17	0.1986	0.3507	0.4507	-0.1521	negative		NO:sentiment_score	NYSE	10.66	0.0	2026-05-09 18:00:03				-0.3394	-0.4237	-0.185	0.6554	-0.0514	-0.4746
NUAI	"[""NUAI""]"	nACSNsr2Pa	2026-05-09 18:35:00	ROSEN, TRUSTED INVESTOR COUNSEL, Encourages New Era Energy & Digital, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - NUAI	ACCESSWIRE	73.85	0.2006	0.0536	0.7458	0.147	positive		YES	NASDAQ	5.57	11.4	2026-05-09 18:35:00				0.0	0.0005	0.0009	0.0009	-0.0095	0.0
ATRA	"[""ATRA""]"	nNFC5cjMbs	2026-05-09 18:40:42	ROSEN, LEADING TRIAL ATTORNEYS, Encourages Atara Biotherapeutics, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - ATRA	Newsfile Corp	4.86	0.6564	0.04	0.3035	0.6164	positive		YES	NASDAQ	9.84	4.68	2026-05-09 18:40:42				0.0863	0.0863	0.0863	0.0863	0.0863	0.0863
BW	"[""BW""]"	nNFCc6KGgs	2026-05-09 18:43:10	ROSEN, RECOGNIZED INVESTOR COUNSEL, Encourages Babcock & Wilcox Enterprises, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - BW	Newsfile Corp	130.21	0.2451	0.0354	0.7196	0.2097	positive		YES	NYSE	19.17	31.84	2026-05-09 18:43:10				-0.0266	-0.0266	-0.0266	-0.0266	-0.0266	-0.0266
GOSS	"[""GOSS""]"	nNFC77W6Sl	2026-05-09 18:47:45	ROSEN, A LEADING LAW FIRM, Encourages Gossamer Bio, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - GOSS	Newsfile Corp	204.1	0.1618	0.0327	0.8056	0.1291	positive		YES	NASDAQ	0.34	3.03	2026-05-09 18:47:45				0.0722	0.0722	0.0722	0.0722	0.0722	0.0722
SRAD	"[""SRAD"", ""1M4""]"	nNFC3b5LwB	2026-05-09 18:49:18	ROSEN, NATIONAL TRIAL LAWYERS, Encourages Sportradar Group AG Investors to Inquire About Securities Class Action Investigation - SRAD	Newsfile Corp	185.52	0.1558	0.0346	0.8097	0.1212	positive		YES	NASDAQ	13.3	1.14	2026-05-09 18:49:18				-0.3955	-0.3328	-0.1854	-0.1854	-0.2369	-0.3955
1M4	"[""SRAD"", ""1M4""]"	nNFC3b5LwB	2026-05-09 18:49:18	ROSEN, NATIONAL TRIAL LAWYERS, Encourages Sportradar Group AG Investors to Inquire About Securities Class Action Investigation - SRAD	Newsfile Corp		0.1558	0.0346	0.8097	0.1212	positive		NO:Float	NASDAQ			2026-05-09 18:49:18									
GPK	"[""GPK""]"	nPn7tzqT0a	2026-05-09 19:07:00	FSK Investors Have Opportunity to Lead Graphic Packaging Holding Company Securities Fraud Lawsuit	PR Newswire	291.17	0.1442	0.0379	0.818	0.1063	positive		YES	NYSE	10.66	0.0	2026-05-09 19:07:00				0.0744	0.0744	0.0744	0.0744	0.0744	0.0744
VITL	"[""VITL""]"	nACSqQnSda	2026-05-09 19:10:00	ROSEN, A LEADING INVESTOR RIGHTS LAW FIRM, Encourages Vital Farms, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by The Firm - VITL	ACCESSWIRE	36.68	0.3582	0.0633	0.5785	0.2948	positive		YES	NASDAQ	9.11	1.9	2026-05-09 19:10:00				-0.0194	-0.0533	-0.001	0.0943	0.0435	-0.0946
POET	"[""POET""]"	nACSzRVbma	2026-05-09 19:18:00	ROSEN, TRUSTED INVESTOR COUNSEL, Encourages POET Technologies Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - POET	ACCESSWIRE	90.52	0.1935	0.0358	0.7707	0.1577	positive		YES	NASDAQ	14.36	28.33	2026-05-09 19:18:00				0.1299	0.146	0.0704	0.539	0.0656	0.186
ALDX	"[""ALDX""]"	nGNXbF7cFv	2026-05-09 19:47:00	ROSEN, A TRUSTED AND LEADING LAW FIRM, Encourages Aldeyra Therapeutics, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - ALDX	Globe Newswire	55.6	0.3278	0.069	0.6032	0.2588	positive		YES	NASDAQ	1.77	1.14	2026-05-09 19:47:00				0.0811	0.0811	0.0811	0.0811	0.0811	0.0811
POET	"[""POET""]"	nNFC2DpD7t	2026-05-09 22:51:16	ROSEN, A GLOBAL AND LEADING LAW FIRM, Encourages POET Technologies Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - POET	Newsfile Corp	90.52	0.3061	0.0341	0.6598	0.272	positive		YES	NASDAQ	14.36	28.33	2026-05-09 22:51:16				0.0	0.0174	0.0174	0.0174	0.0174	0.0
TZOO	"[""TZOO""]"	nPn6HZ8nGa	2026-05-10 00:00:00	Club Offers for Travel Enthusiasts in Canada	PR Newswire	7.03	0.1088	0.0324	0.8588	0.0764	positive		YES	NASDAQ	8.94	0.11	2026-05-10 00:00:00				0.2794	0.1871	0.1171	0.1171	0.2201	0.2794
RMAX	"[""RMAX""]"	nACS0d2Kza	2026-05-10 06:46:00	$RMAX Acquisition Notification: Current RE/MAX Holdings Shareholders Are Reminded to Protect Your Rights in Upcoming Merger Transaction	ACCESSWIRE	15.32	0.1225	0.1939	0.6837	-0.0714	negative		NO:sentiment_score	NYSE	10.44	-0.38	2026-05-10 06:46:00				0.0856	0.1283	0.0447	0.3722	0.0007	0.1734
CWH	"[""CWH""]"	nACSVvjNJa	2026-05-10 07:00:00	CWH DEADLINE REMINDER: Bronstein, Gewirtz & Grossman LLC Reminds Camping World Holdings, Inc. Investors to Join the Class Action Lawsuit Today	ACCESSWIRE	58.96	0.173	0.1652	0.6618	0.0078	neutral		NO:sentiment_score	NYSE	7.57	0.8	2026-05-10 07:00:00				0.0139	-0.0129	0.0147	0.2054	-0.0369	-0.0242
POET	"[""POET""]"	nACSr33wKa	2026-05-10 07:00:00	 POET SHAREHOLDER ALERT:  Bronstein, Gewirtz and Grossman, LLC Announces that POET Technologies Inc. Shareholders with Substantial Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	90.52	0.1182	0.2723	0.6095	-0.1542	negative		NO:sentiment_score	NASDAQ	14.36	28.33	2026-05-10 07:00:00				0.0217	0.0201	0.0184	0.3341	-0.0254	0.0215
FSK	"[""FSK""]"	nACSs6NVya	2026-05-10 07:00:00	FSK INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that FS KKR Capital Corp. Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	279.32	0.1827	0.2573	0.56	-0.0746	negative		NO:sentiment_score	NYSE	11.06	1.0	2026-05-10 07:00:00				0.039	0.0423	0.0301	0.3341	-0.0107	0.0502
NUAI	"[""NUAI""]"	nACS1Rnf0a	2026-05-10 07:00:00	NUAI INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that New Era Energy & Digital, Inc. (f/k/a New Era Helium Inc.) Stockholders Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	73.85	0.2544	0.1611	0.5845	0.0933	positive		YES	NASDAQ	5.57	11.4	2026-05-10 07:00:00				0.0012	-0.0002	0.0108	0.3341	-0.0372	-0.008
CHOW	"[""CHOW""]"	nACSpPDGva	2026-05-10 07:00:00	CHOW INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Reminds Investors of ChowChow Cloud International Holdings Ltd. to Contact the Firm Today!	ACCESSWIRE	10.64	0.1197	0.0497	0.8305	0.07	positive		YES	NYSE American	0.46	6.98	2026-05-10 07:00:00				0.016	0.0261	0.0175	0.3292	-0.0286	0.0278
GEMI	"[""GEMI""]"	nACSHCJCla	2026-05-10 07:00:01	GEMI INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Gemini Space Station, Inc. Shareholders with Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	38.2	0.1237	0.3085	0.5678	-0.1848	negative		NO:sentiment_score	NASDAQ	5.35	8.08	2026-05-10 07:00:01				0.0413	0.0375	0.0281	0.3963	-0.0096	0.0447
FCHL	"[""FCHL""]"	nACSZCkvka	2026-05-10 07:00:01	FCHL SHAREHOLDER ALERT:  Bronstein, Gewirtz and Grossman, LLC Announces that Fitness Champs Holdings Ltd. Shareholders Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	0.35	0.1648	0.209	0.6261	-0.0442	neutral		NO:sentiment_score	NASDAQ	2.23	17.99	2026-05-10 07:00:01				-0.0213	-0.0265	0.0026	0.3341	-0.0496	-0.0464
GO	"[""GO""]"	nACS3vlYMa	2026-05-10 07:00:01	GO Shareholders Have Opportunity to Lead Grocery Outlet Holding Corp. Class Action Lawsuit – Contact Bronstein, Gewirtz and Grossman, LLC Today!	ACCESSWIRE	90.72	0.1464	0.0335	0.82	0.1129	positive		YES	NASDAQ	8.25	-1.67	2026-05-10 07:00:01				0.0232	0.016	0.0188	0.3341	-0.0266	0.0161
SES	"[""SES""]"	nACSF6lYFa	2026-05-10 07:00:01	SES INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that SES AI Corporation Shareholders with Substantial Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	236.25	0.1289	0.369	0.502	-0.2401	negative		NO:sentiment_score	NYSE	1.06	13.98	2026-05-10 07:00:01				-0.0539	-0.1119	-0.0139	0.2233	-0.0734	-0.1548
ALDX	"[""ALDX""]"	nACSgb9PWa	2026-05-10 07:00:01	ALDX SHAREHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Aldeyra Therapeutics, Inc. Shareholders with Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	55.6	0.1099	0.3663	0.5237	-0.2564	negative		NO:sentiment_score	NASDAQ	1.77	1.14	2026-05-10 07:00:01				0.0136	-0.0109	0.0153	0.339	-0.0395	-0.0211
VITL	"[""VITL""]"	nACSLhdCJa	2026-05-10 07:00:01	VITL Investors Have Opportunity to Lead Vital Farms, Inc. Class Action Lawsuit – Contact Bronstein, Gewirtz and Grossman, LLC Today!	ACCESSWIRE	36.68	0.1897	0.0898	0.7205	0.0998	positive		YES	NASDAQ	9.11	1.9	2026-05-10 07:00:01				0.0247	0.0171	0.0195	0.3341	-0.0243	0.0172
ATRA	"[""ATRA""]"	nACSBvpvRa	2026-05-10 07:00:01	ATRA Stockholders Have Opportunity to Lead Atara Biotherapeutics, Inc. Class Action Lawsuit – Contact Bronstein, Gewirtz and Grossman, LLC Today!	ACCESSWIRE	4.86	0.1928	0.0642	0.743	0.1286	positive		YES	NASDAQ	9.84	4.68	2026-05-10 07:00:02				0.0288	0.0289	0.0249	0.4484	-0.0232	0.0305
GPK	"[""GPK""]"	nACSvfzRPa	2026-05-10 07:00:01	GPK SHAREHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Graphic Packaging Holding Company Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit! 	ACCESSWIRE	291.17	0.1797	0.3709	0.4495	-0.1912	negative		NO:sentiment_score	NYSE	10.66	0.0	2026-05-10 07:00:02				-0.0847	-0.1443	-0.0326	0.1313	-0.0992	-0.1885
YOOV	"[""YOOV""]"	nACSqnjXma	2026-05-10 07:00:01	CIGL Stockholders Have Opportunity to Lead Concorde International Group, Ltd. Class Action Lawsuit – Contact Bronstein, Gewirtz and Grossman, LLC Today!	ACCESSWIRE	5.91	0.1697	0.0634	0.767	0.1063	positive		YES	NASDAQ	1.24	1.64	2026-05-10 07:00:02				0.0301	0.0225	0.0224	0.3341	-0.0207	0.0245
BW	"[""BW""]"	nACS1vgMwa	2026-05-10 07:00:02	BW SHAREHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Babcock & Wilcox Enterprises, Inc. Investors Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	130.21	0.1902	0.1846	0.6253	0.0056	neutral		NO:sentiment_score	NYSE	19.17	31.84	2026-05-10 07:00:02				0.0242	0.0145	0.0187	0.4502	-0.0288	0.0145
GOSS	"[""GOSS""]"	nACSjF9mja	2026-05-10 07:00:03	GOSS INVESTOR ALERT:  Bronstein, Gewirtz and Grossman, LLC Announces that Gossamer Bio, Inc. Stockholders with Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	204.1	0.1553	0.2384	0.6064	-0.0831	negative		NO:sentiment_score	NASDAQ	0.34	3.03	2026-05-10 07:00:03				0.05	0.036	0.0317	0.3341	-0.0071	0.0433
VITL	"[""VITL""]"	nNFC6Pr3zc	2026-05-10 08:10:23	VITL SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds Vital Farms (VITL) Investors of Securities Class Action Deadline on May 26, 2026	Newsfile Corp	36.68	0.1495	0.1551	0.6954	-0.0056	neutral		NO:sentiment_score	NASDAQ	9.11	1.9	2026-05-10 08:10:23				-0.1879	-0.3543	-0.0688	0.2051	-0.0515	-0.4487
NUAI	"[""NUAI""]"	nACSkyJ7fa	2026-05-10 08:15:00	ROSEN, SKILLED INVESTOR COUNSEL, Encourages New Era Energy & Digital, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - NUAI	ACCESSWIRE	73.85	0.1877	0.0534	0.7589	0.1343	positive		YES	NASDAQ	5.57	11.4	2026-05-10 08:15:00				0.1491	0.1712	0.0792	0.539	0.0797	0.2184
SES	"[""SES""]"	nNFCbcRHrL	2026-05-10 08:36:16	SES SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds SES AI Corporation (SES) Investors of Securities Class Action Deadline on June 26, 2026	Newsfile Corp	236.25	0.1236	0.1044	0.772	0.0192	neutral		NO:sentiment_score	NYSE	1.06	13.98	2026-05-10 08:36:16				-0.0982	-0.2412	-0.0351	0.2525	-0.0118	-0.3013
GO	"[""GO""]"	nNFCbX6jPl	2026-05-10 08:42:16	GO SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds Grocery Outlet (GO) Investors of Securities Class Action Deadline on May 15, 2026	Newsfile Corp	90.72	0.0982	0.1029	0.7989	-0.0046	neutral		NO:sentiment_score	NASDAQ	8.25	-1.67	2026-05-10 08:42:16				-0.0777	-0.1695	-0.0317	0.266	0.0005	-0.201
YOOV	"[""YOOV""]"	nNFCbT6yTg	2026-05-10 08:44:17	CIGL SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds Concorde International (CIGL) Investors of Securities Class Action Deadline on May 20, 2026	Newsfile Corp	5.91	0.0972	0.1155	0.7874	-0.0183	neutral		NO:sentiment_score	NASDAQ	1.24	1.64	2026-05-10 08:44:17				-0.0156	-0.0857	0.0092	0.4686	0.0435	-0.112
POET	"[""POET""]"	nNFC8jdh57	2026-05-10 08:57:16	POET SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds POET Technologies (POET) Investors of Securities Class Action Deadline on June 29, 2026	Newsfile Corp	90.52	0.2087	0.0972	0.6942	0.1115	positive		YES	NASDAQ	14.36	28.33	2026-05-10 08:57:16				-0.2031	-0.37	-0.1041	0.1712	-0.0785	-0.4308
FSK	"[""FSK""]"	nACSMqQ2ta	2026-05-10 09:00:00	ROSEN, A LEADING NATIONAL FIRM, Encourages FS KKR Capital Corp. Investors to Secure Counsel Before Important Deadline in Securities Class Action - FSK	ACCESSWIRE	279.32	0.2198	0.0397	0.7405	0.1801	positive		YES	NYSE	11.06	1.0	2026-05-10 09:00:00				0.1246	0.157	0.0695	0.539	0.044	0.1982
ELWT	"[""ELWT""]"	nACSf8z3ba	2026-05-10 09:00:00	ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Elauwit Connection, Inc. Investors to Inquire About Securities Class Action Investigation - ELWT	ACCESSWIRE	2.24	0.1338	0.0429	0.8233	0.0909	positive		YES	NASDAQ	8.86	8.98	2026-05-10 09:00:00				0.0845	0.033	0.0227	0.0297	0.0324	0.0845
IMM	"[""IMMP"", ""IMM""]"	nPn4qMQd1a	2026-05-10 09:00:01	Rosen Law Firm Encourages Immutep Ltd. Investors to Inquire About Securities Class Action Investigation - IMMP	PR Newswire		0.105	0.0279	0.8671	0.077	positive		NO:Float	NASDAQ			2026-05-10 09:00:01				0.106	0.07	0.0725	0.539	0.0277	0.0776
IMMP	"[""IMMP"", ""IMM""]"	nPn4qMQd1a	2026-05-10 09:00:01	Rosen Law Firm Encourages Immutep Ltd. Investors to Inquire About Securities Class Action Investigation - IMMP	PR Newswire	146.13	0.105	0.0279	0.8671	0.077	positive		YES	NASDAQ	0.46	2.22	2026-05-10 09:00:01				0.106	0.07	0.0725	0.539	0.0277	0.0776
FSK	"[""FSK""]"	nNFC8Xt0m8	2026-05-10 09:20:17	FSK SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds FS KKR Capital (FSK) Investors of Securities Class Action Deadline on July 3, 2026	Newsfile Corp	279.32	0.1274	0.1414	0.7312	-0.014	neutral		NO:sentiment_score	NYSE	11.06	1.0	2026-05-10 09:20:17				-0.2522	-0.3625	-0.1553	0.7327	-0.1006	-0.3938
CWH	"[""CWH""]"	nNFC177Cxz	2026-05-10 09:29:16	CWH DEADLINE TOMORROW: ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Camping World Holdings, Inc. Investors to Secure Counsel Before Important May 11 Deadline in Securities Class Action - CWH	Newsfile Corp	58.96	0.2956	0.0474	0.657	0.2481	positive		YES	NYSE	7.57	0.8	2026-05-10 09:29:16				0.1126	0.1428	0.0713	0.539	0.0797	0.1734
