Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange
ATRA	"[""ATRA""]"	nNFC7Q5W0b	2026-05-04 20:05:18	ROSEN, A RANKED AND LEADING LAW FIRM, Encourages Atara Biotherapeutics, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - ATRA	Newsfile Corp	4.86	0.3013	0.036	0.6626	0.2653	positive	0.0021542438604049	YES	NASDAQ
ABSI	"[""ABSI""]"	nGNX16n5mw	2026-05-04 20:11:41	Absci Announces Inducement Grant Under Nasdaq Listing Rule 5635(c)(4)	Globe Newswire	132.27	0.1426	0.0313	0.8262	0.1113	positive	0.0239808153477218	NO:sentiment_score	NASDAQ
PBM	"[""PBM""]"	nNFC3GyYgN	2026-05-04 20:43:31	Pacific Bay Adopts Semi-Annual Reporting	Newsfile Corp	0.25	0.0507	0.0258	0.9235	0.0248	neutral	0.0167865707434052	NO:sentiment_score	
BEEP	"[""BEEP""]"	nNFC3ggz90	2026-05-04 21:01:40	Geiger Energy Files Final Short Form Prospectus in Connection with Equity Offerings for Gross Proceeds of up to C$7 Million	Newsfile Corp	36.56	0.0877	0.0172	0.8951	0.0705	positive	0.003754266211604	NO:sentiment_score	
ALDX	"[""ALDX""]"	nGNX24sWKh	2026-05-04 21:02:47	ALDX Investor Alert: Aldeyra Therapeutics Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After FDA Issued A CRL Indicating Insufficient Efficacy: Levi & Korsinsky	Globe Newswire	55.6	0.0863	0.245	0.6687	-0.1587	negative	0.002623294858342	NO:sentiment_score	NASDAQ
YOOV	"[""YOOV""]"	nGNX14xJfD	2026-05-04 21:17:26	ROSEN, A LONGSTANDING LAW FIRM, Encourages Concorde International Group Ltd. Investors to Secure Counsel Before Important Deadline in Securities Class Action - YOOV	Globe Newswire	5.91	0.1484	0.0316	0.82	0.1168	positive	0.0017463617463617	NO:sentiment_score	NASDAQ
CHOW	"[""CHOW""]"	nPn482d4Fa	2026-05-04 21:18:00	CHOW UPCOMING DEADLINE: Faruqi & Faruqi, LLP Reminds ChowChow Cloud (CHOW) Investors of Securities Class Action Deadline on May 12, 2026	PR Newswire	10.64	0.0978	0.1014	0.8008	-0.0035	neutral	0.0018162005085361	NO:sentiment_score	NYSE American
GEMI	"[""GEMI""]"	nACSkbyP4a	2026-05-04 21:20:00	Gemini Space Station, Inc. Notice of May 18, 2026 Application Deadline for Class Action Lawsuit - Contact Lewis Kahn, Esq. at Kahn Swick & Foti, LLC, Before Application Deadline	ACCESSWIRE	38.2	0.1291	0.0865	0.7844	0.0426	neutral	0.0039904229848363	NO:sentiment_score	NASDAQ
GOSS	"[""GOSS""]"	nNFCbfZWLB	2026-05-04 21:30:18	ROSEN, TRUSTED INVESTOR COUNSEL, Encourages Gossamer Bio, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - GOSS	Newsfile Corp	204.1	0.168	0.0659	0.7661	0.1021	positive	0.0016088255573431	NO:sentiment_score	NASDAQ
UHG	"[""UHG""]"	nGNX7L7w1N	2026-05-04 21:36:08	UHG Investor Alert: United Homes Group Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Company Allegedly Broke Maximize-Value Promise: Levi & Korsinsky	Globe Newswire	11.21	0.1118	0.2876	0.6005	-0.1758	negative	9.30782369120364e-05	NO:sentiment_score	NASDAQ
SES	"[""SES""]"	nACSPLwNXa	2026-05-04 21:40:00	SES AI Corporation Securities Fraud Class Action Result of Weak Revenue Guidance and 37% Stock Decline - Investors may Contact Lewis Kahn, Esq, at Kahn Swick & Foti, LLC	ACCESSWIRE	236.25	0.0522	0.7216	0.2262	-0.6694	negative	0.0517482517482517	NO:sentiment_score	NYSE
POET	"[""POET""]"	nACSkpBX4a	2026-05-04 21:50:00	ROSEN, A LEADING INVESTOR RIGHTS LAW FIRM, Encourages POET Technologies Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by The Firm - POET 	ACCESSWIRE	90.52	0.2513	0.0432	0.7054	0.2081	positive	0.099502487562189	YES	NASDAQ
NNOX	"[""NNOX""]"	nGNX8wbk9t	2026-05-04 22:02:07	Wolf Haldenstein Adler Freeman & Herz LLP is investigating potential securities fraud claims on behalf of the shareholders Nano-X Imaging Ltd. (NASDAQ: NNOX)	Globe Newswire	69.02	0.1618	0.1359	0.7024	0.0259	neutral	0.0037586919751926	NO:sentiment_score	NASDAQ
CWH	"[""CWH""]"	nGNX2YCYb9	2026-05-04 22:21:23	CWH Investor Alert: Camping World Holdings, Inc. Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Executives Allegedly Concealed Deteriorating Fundamentals: Levi & Korsinsky	Globe Newswire	58.96	0.1329	0.4274	0.4397	-0.2945	negative	0.0014956625785222	NO:sentiment_score	NYSE
GO	"[""GO""]"	nGNX582mP3	2026-05-04 22:43:17	GO Investor Alert: Grocery Outlet Holding Corp. Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Allegedly Hiding Deteriorating Metrics Timeline: Levi & Korsinsky	Globe Newswire	90.72	0.0674	0.1933	0.7393	-0.126	negative	0.0015523129462899	NO:sentiment_score	NASDAQ
